date,category,region,sales,revenue,month,quarter
2023-04-04,Home & Kitchen,West,139,33623.87174554162,2023-04,Q2-2023
2023-04-04,Home & Kitchen,Central,172,10965.991632706555,2023-04,Q2-2023
2023-04-04,Sports,North,351,101562.1767622548,2023-04,Q2-2023
2023-04-04,Sports,South,98,22863.323112278827,2023-04,Q2-2023
2023-04-04,Sports,East,230,89966.37287242345,2023-04,Q2-2023
2023-04-04,Sports,West,117,55260.02709701381,2023-04,Q2-2023
2023-04-04,Sports,Central,147,59318.61442833328,2023-04,Q2-2023
2023-04-05,Electronics,North,188,92892.90022286076,2023-04,Q2-2023
2023-04-05,Electronics,South,140,66016.75881994911,2023-04,Q2-2023
2023-04-05,Electronics,East,317,35598.84180650934,2023-04,Q2-2023
2023-04-05,Electronics,West,241,24098.49229934767,2023-04,Q2-2023
2023-04-05,Electronics,Central,177,40547.297136608024,2023-04,Q2-2023
2023-04-05,Clothing,North,257,40698.926180681694,2023-04,Q2-2023
2023-04-05,Clothing,South,59,6178.962063561691,2023-04,Q2-2023
2023-04-05,Clothing,East,253,60177.37369402247,2023-04,Q2-2023
2023-04-05,Clothing,West,76,28783.036596651404,2023-04,Q2-2023
2023-04-05,Clothing,Central,140,62685.21096508961,2023-04,Q2-2023
2023-04-05,Books,North,99,30213.4126890508,2023-04,Q2-2023
2023-04-05,Books,South,88,17211.784601454303,2023-04,Q2-2023
2023-04-05,Books,East,87,21576.247373164657,2023-04,Q2-2023
2023-04-05,Books,West,78,36047.76127925828,2023-04,Q2-2023
2023-04-05,Books,Central,143,28647.86894083847,2023-04,Q2-2023
2023-04-05,Home & Kitchen,North,283,102576.22246354776,2023-04,Q2-2023
2023-04-05,Home & Kitchen,South,116,24598.874101796242,2023-04,Q2-2023
2023-04-05,Home & Kitchen,East,238,32914.69624033863,2023-04,Q2-2023
2023-04-05,Home & Kitchen,West,118,18967.863408802375,2023-04,Q2-2023
2023-04-05,Home & Kitchen,Central,148,34128.97381042177,2023-04,Q2-2023
2023-04-05,Sports,North,363,18761.761221088374,2023-04,Q2-2023
2023-04-05,Sports,South,144,45384.81012816322,2023-04,Q2-2023
2023-04-05,Sports,East,141,9213.372028789998,2023-04,Q2-2023
2023-04-05,Sports,West,201,98476.84484099022,2023-04,Q2-2023
2023-04-05,Sports,Central,188,15378.763613205932,2023-04,Q2-2023
2023-04-06,Electronics,North,411,44103.15619071998,2023-04,Q2-2023
2023-04-06,Electronics,South,177,85300.80847842054,2023-04,Q2-2023
2023-04-06,Electronics,East,349,50537.35640029374,2023-04,Q2-2023
2023-04-06,Electronics,West,210,48320.70452841766,2023-04,Q2-2023
2023-04-06,Electronics,Central,254,98323.91068265702,2023-04,Q2-2023
2023-04-06,Clothing,North,234,112586.58085295562,2023-04,Q2-2023
2023-04-06,Clothing,South,82,35505.29045436613,2023-04,Q2-2023
2023-04-06,Clothing,East,222,46835.90481774851,2023-04,Q2-2023
2023-04-06,Clothing,West,99,48753.405994845365,2023-04,Q2-2023
2023-04-06,Clothing,Central,278,55159.95768793077,2023-04,Q2-2023
2023-04-06,Books,North,85,19687.297256766895,2023-04,Q2-2023
2023-04-06,Books,South,62,9026.371037397705,2023-04,Q2-2023
2023-04-06,Books,East,170,10931.869940968032,2023-04,Q2-2023
2023-04-06,Books,West,44,10418.54695435442,2023-04,Q2-2023
2023-04-06,Books,Central,142,53362.594549356865,2023-04,Q2-2023
2023-04-06,Home & Kitchen,North,255,16465.07454223833,2023-04,Q2-2023
2023-04-06,Home & Kitchen,South,89,36792.599817522,2023-04,Q2-2023
2023-04-06,Home & Kitchen,East,283,84097.14940997484,2023-04,Q2-2023
2023-04-06,Home & Kitchen,West,116,44455.08864805268,2023-04,Q2-2023
2023-04-06,Home & Kitchen,Central,135,9774.75788115333,2023-04,Q2-2023
2023-04-06,Sports,North,244,87627.77640121142,2023-04,Q2-2023
2023-04-06,Sports,South,167,81112.33802977503,2023-04,Q2-2023
2023-04-06,Sports,East,320,50052.21530074814,2023-04,Q2-2023
2023-04-06,Sports,West,206,91657.12339618675,2023-04,Q2-2023
2023-04-06,Sports,Central,279,78980.49961329039,2023-04,Q2-2023
2023-04-07,Electronics,North,369,63703.80061912634,2023-04,Q2-2023
2023-04-07,Electronics,South,128,26425.892308609295,2023-04,Q2-2023
2023-04-07,Electronics,East,322,105287.18965790476,2023-04,Q2-2023
2023-04-07,Electronics,West,315,40581.036930067654,2023-04,Q2-2023
2023-04-07,Electronics,Central,497,189617.97068703733,2023-04,Q2-2023
2023-04-07,Clothing,North,451,159214.82098155786,2023-04,Q2-2023
2023-04-07,Clothing,South,96,21721.214302068263,2023-04,Q2-2023
2023-04-07,Clothing,East,405,82911.64903190763,2023-04,Q2-2023
2023-04-07,Clothing,West,109,9136.527629833063,2023-04,Q2-2023
2023-04-07,Clothing,Central,424,151161.0729830121,2023-04,Q2-2023
2023-04-07,Books,North,246,43065.96659216805,2023-04,Q2-2023
2023-04-07,Books,South,139,58434.628547491884,2023-04,Q2-2023
2023-04-07,Books,East,164,22142.66993272739,2023-04,Q2-2023
2023-04-07,Books,West,89,22459.678027950547,2023-04,Q2-2023
2023-04-07,Books,Central,180,64040.14984166099,2023-04,Q2-2023
2023-04-07,Home & Kitchen,North,453,25217.00409226881,2023-04,Q2-2023
2023-04-07,Home & Kitchen,South,173,64567.539983798255,2023-04,Q2-2023
2023-04-07,Home & Kitchen,East,164,80761.33981504643,2023-04,Q2-2023
2023-04-07,Home & Kitchen,West,173,61780.9953065397,2023-04,Q2-2023
2023-04-07,Home & Kitchen,Central,253,21002.12247100129,2023-04,Q2-2023
2023-04-07,Sports,North,277,74367.06283382601,2023-04,Q2-2023
2023-04-07,Sports,South,187,61096.71107172796,2023-04,Q2-2023
2023-04-07,Sports,East,416,26960.288302037894,2023-04,Q2-2023
2023-04-07,Sports,West,154,60526.3640295585,2023-04,Q2-2023
2023-04-07,Sports,Central,244,86207.72478441657,2023-04,Q2-2023
2023-04-08,Electronics,North,482,31295.47481722734,2023-04,Q2-2023
2023-04-08,Electronics,South,354,51571.122573606706,2023-04,Q2-2023
2023-04-08,Electronics,East,228,43672.42961410449,2023-04,Q2-2023
2023-04-08,Electronics,West,275,105381.07389496923,2023-04,Q2-2023
2023-04-08,Electronics,Central,407,86878.53760366276,2023-04,Q2-2023
2023-04-08,Clothing,North,283,35496.65797570036,2023-04,Q2-2023
2023-04-08,Clothing,South,115,44086.88462491951,2023-04,Q2-2023
2023-04-08,Clothing,East,301,81124.33611083929,2023-04,Q2-2023
2023-04-08,Clothing,West,137,43709.60632675423,2023-04,Q2-2023
2023-04-08,Clothing,Central,274,123178.29666588195,2023-04,Q2-2023
2023-04-08,Books,North,277,75061.61992431855,2023-04,Q2-2023
2023-04-08,Books,South,83,11833.822308233037,2023-04,Q2-2023
2023-04-08,Books,East,157,40952.21289448844,2023-04,Q2-2023
2023-04-08,Books,West,150,19136.73967264555,2023-04,Q2-2023
2023-04-08,Books,Central,144,29959.032067258515,2023-04,Q2-2023
2023-04-08,Home & Kitchen,North,387,88904.69986178438,2023-04,Q2-2023
2023-04-08,Home & Kitchen,South,217,105189.37830818436,2023-04,Q2-2023
2023-04-08,Home & Kitchen,East,322,45221.13735145062,2023-04,Q2-2023
2023-04-08,Home & Kitchen,West,287,132143.12408898564,2023-04,Q2-2023
2023-04-08,Home & Kitchen,Central,357,72888.49259619089,2023-04,Q2-2023
2023-04-08,Sports,North,314,153224.48542580058,2023-04,Q2-2023
2023-04-08,Sports,South,292,121301.1747036156,2023-04,Q2-2023
2023-04-08,Sports,East,475,217934.07617315918,2023-04,Q2-2023
2023-04-08,Sports,West,273,79635.28392702602,2023-04,Q2-2023
2023-04-08,Sports,Central,459,121531.69499973975,2023-04,Q2-2023
2023-04-09,Electronics,North,403,130535.70672199181,2023-04,Q2-2023
2023-04-09,Electronics,South,135,30843.984559561442,2023-04,Q2-2023
2023-04-09,Electronics,East,374,138981.89773990278,2023-04,Q2-2023
2023-04-09,Electronics,West,256,70487.0076501616,2023-04,Q2-2023
2023-04-09,Electronics,Central,201,78403.96248943692,2023-04,Q2-2023
2023-04-09,Clothing,North,416,148609.6467781821,2023-04,Q2-2023
2023-04-09,Clothing,South,120,14438.112349813202,2023-04,Q2-2023
2023-04-09,Clothing,East,166,48105.66383336457,2023-04,Q2-2023
2023-04-09,Clothing,West,180,26597.849440003032,2023-04,Q2-2023
2023-04-09,Clothing,Central,231,103037.08805610577,2023-04,Q2-2023
2023-04-09,Books,North,301,15228.067098178351,2023-04,Q2-2023
2023-04-09,Books,South,126,46044.97941457943,2023-04,Q2-2023
2023-04-09,Books,East,144,61128.23057668374,2023-04,Q2-2023
2023-04-09,Books,West,72,9715.774685064967,2023-04,Q2-2023
2023-04-09,Books,Central,115,32194.70724657521,2023-04,Q2-2023
2023-04-09,Home & Kitchen,North,222,11708.144344461442,2023-04,Q2-2023
2023-04-09,Home & Kitchen,South,270,120038.31783767986,2023-04,Q2-2023
2023-04-09,Home & Kitchen,East,404,121964.09401454504,2023-04,Q2-2023
2023-04-09,Home & Kitchen,West,191,24352.16479369446,2023-04,Q2-2023
2023-04-09,Home & Kitchen,Central,366,89464.18750673559,2023-04,Q2-2023
2023-04-09,Sports,North,432,139289.8323077301,2023-04,Q2-2023
2023-04-09,Sports,South,169,73790.05809739346,2023-04,Q2-2023
2023-04-09,Sports,East,484,105730.41427514987,2023-04,Q2-2023
2023-04-09,Sports,West,246,14039.82574023516,2023-04,Q2-2023
2023-04-09,Sports,Central,340,94537.85738209405,2023-04,Q2-2023
2023-04-10,Electronics,North,183,26203.43532950295,2023-04,Q2-2023
2023-04-10,Electronics,South,108,53619.545322192695,2023-04,Q2-2023
2023-04-10,Electronics,East,248,86902.37683271938,2023-04,Q2-2023
2023-04-10,Electronics,West,78,6711.234846896614,2023-04,Q2-2023
2023-04-10,Electronics,Central,392,157713.7499166282,2023-04,Q2-2023
2023-04-10,Clothing,North,190,81508.96185797722,2023-04,Q2-2023
2023-04-10,Clothing,South,61,3083.0392018025414,2023-04,Q2-2023
2023-04-10,Clothing,East,173,52651.74018367099,2023-04,Q2-2023
2023-04-10,Clothing,West,132,9539.409805099927,2023-04,Q2-2023
2023-04-10,Clothing,Central,279,66071.39246066353,2023-04,Q2-2023
2023-04-10,Books,North,188,71459.03665834386,2023-04,Q2-2023
2023-04-10,Books,South,95,31895.80803324825,2023-04,Q2-2023
2023-04-10,Books,East,76,29652.715198905513,2023-04,Q2-2023
2023-04-10,Books,West,89,40490.17479887464,2023-04,Q2-2023
2023-04-10,Books,Central,121,12679.39627191609,2023-04,Q2-2023
2023-04-10,Home & Kitchen,North,251,23696.009629803957,2023-04,Q2-2023
2023-04-10,Home & Kitchen,South,69,23152.781873753516,2023-04,Q2-2023
2023-04-10,Home & Kitchen,East,124,33522.1470195011,2023-04,Q2-2023
2023-04-10,Home & Kitchen,West,146,25378.93356749972,2023-04,Q2-2023
2023-04-10,Home & Kitchen,Central,160,42264.260779723336,2023-04,Q2-2023
2023-04-10,Sports,North,171,43267.0700837605,2023-04,Q2-2023
2023-04-10,Sports,South,111,19036.74957342745,2023-04,Q2-2023
2023-04-10,Sports,East,167,20049.060834479453,2023-04,Q2-2023
2023-04-10,Sports,West,121,19135.58085655603,2023-04,Q2-2023
2023-04-10,Sports,Central,198,75672.89805161286,2023-04,Q2-2023
2023-04-11,Electronics,North,263,98218.68227095004,2023-04,Q2-2023
2023-04-11,Electronics,South,99,35170.52054222114,2023-04,Q2-2023
2023-04-11,Electronics,East,327,51807.21430469043,2023-04,Q2-2023
2023-04-11,Electronics,West,97,6931.369246502167,2023-04,Q2-2023
2023-04-11,Electronics,Central,378,60973.32856148283,2023-04,Q2-2023
2023-04-11,Clothing,North,303,118564.1062369315,2023-04,Q2-2023
2023-04-11,Clothing,South,171,37791.56667832586,2023-04,Q2-2023
2023-04-11,Clothing,East,92,41163.05906819057,2023-04,Q2-2023
2023-04-11,Clothing,West,116,52138.42189747057,2023-04,Q2-2023
2023-04-11,Clothing,Central,267,87580.50586303054,2023-04,Q2-2023
2023-04-11,Books,North,94,29721.668128132278,2023-04,Q2-2023
2023-04-11,Books,South,107,50413.85393314914,2023-04,Q2-2023
2023-04-11,Books,East,83,32331.445532344835,2023-04,Q2-2023
2023-04-11,Books,West,71,18768.619339707682,2023-04,Q2-2023
2023-04-11,Books,Central,133,25594.20978934849,2023-04,Q2-2023
2023-04-11,Home & Kitchen,North,305,122098.17789997626,2023-04,Q2-2023
2023-04-11,Home & Kitchen,South,188,80234.72207634783,2023-04,Q2-2023
2023-04-11,Home & Kitchen,East,264,123231.24386700665,2023-04,Q2-2023
2023-04-11,Home & Kitchen,West,131,19389.25783611305,2023-04,Q2-2023
2023-04-11,Home & Kitchen,Central,274,128473.02447193788,2023-04,Q2-2023
2023-04-11,Sports,North,308,19530.247252920242,2023-04,Q2-2023
2023-04-11,Sports,South,125,35295.6054183552,2023-04,Q2-2023
2023-04-11,Sports,East,255,15995.695521389924,2023-04,Q2-2023
2023-04-11,Sports,West,153,52860.83146348289,2023-04,Q2-2023
2023-04-11,Sports,Central,186,27157.10829068259,2023-04,Q2-2023
2023-04-12,Electronics,North,319,78158.19928227687,2023-04,Q2-2023
2023-04-12,Electronics,South,160,30269.100588058158,2023-04,Q2-2023
2023-04-12,Electronics,East,313,101752.38207725123,2023-04,Q2-2023
2023-04-12,Electronics,West,104,14262.044307794007,2023-04,Q2-2023
2023-04-12,Electronics,Central,233,77474.68821166351,2023-04,Q2-2023
2023-04-12,Clothing,North,221,90511.58143099207,2023-04,Q2-2023
2023-04-12,Clothing,South,116,41874.04226475854,2023-04,Q2-2023
2023-04-12,Clothing,East,98,31389.426505817206,2023-04,Q2-2023
2023-04-12,Clothing,West,151,26270.769954379077,2023-04,Q2-2023
2023-04-12,Clothing,Central,204,49738.749449913594,2023-04,Q2-2023
2023-04-12,Books,North,203,39716.59504762035,2023-04,Q2-2023
2023-04-12,Books,South,80,14720.334636254758,2023-04,Q2-2023
2023-04-12,Books,East,114,56098.33925531377,2023-04,Q2-2023
2023-04-12,Books,West,43,14030.805650073713,2023-04,Q2-2023
2023-04-12,Books,Central,130,52900.49296965143,2023-04,Q2-2023
2023-04-12,Home & Kitchen,North,237,85236.974080082,2023-04,Q2-2023
2023-04-12,Home & Kitchen,South,137,42091.58893960462,2023-04,Q2-2023
2023-04-12,Home & Kitchen,East,178,31207.20946892667,2023-04,Q2-2023
2023-04-12,Home & Kitchen,West,84,23729.50189407498,2023-04,Q2-2023
2023-04-12,Home & Kitchen,Central,253,72707.52808931083,2023-04,Q2-2023
2023-04-12,Sports,North,296,43768.91593454868,2023-04,Q2-2023
2023-04-12,Sports,South,110,25334.61442154102,2023-04,Q2-2023
2023-04-12,Sports,East,200,57814.12044647522,2023-04,Q2-2023
2023-04-12,Sports,West,157,47189.59517384657,2023-04,Q2-2023
2023-04-12,Sports,Central,189,56530.17541585901,2023-04,Q2-2023
2023-04-13,Electronics,North,270,105249.88058911118,2023-04,Q2-2023
2023-04-13,Electronics,South,169,13916.939642910087,2023-04,Q2-2023
2023-04-13,Electronics,East,313,35486.42511683153,2023-04,Q2-2023
2023-04-13,Electronics,West,155,33909.08870225465,2023-04,Q2-2023
2023-04-13,Electronics,Central,226,31294.30103607434,2023-04,Q2-2023
2023-04-13,Clothing,North,118,36402.43251243663,2023-04,Q2-2023
2023-04-13,Clothing,South,142,68932.64922562648,2023-04,Q2-2023
2023-04-13,Clothing,East,259,71204.28414059804,2023-04,Q2-2023
2023-04-13,Clothing,West,149,70608.45069109065,2023-04,Q2-2023
2023-04-13,Clothing,Central,163,77060.9231138861,2023-04,Q2-2023
2023-04-13,Books,North,158,16808.893734474364,2023-04,Q2-2023
2023-04-13,Books,South,53,21518.071719104333,2023-04,Q2-2023
2023-04-13,Books,East,156,46975.03808919003,2023-04,Q2-2023
2023-04-13,Books,West,93,33178.125883827226,2023-04,Q2-2023
2023-04-13,Books,Central,141,20750.479379576853,2023-04,Q2-2023
2023-04-13,Home & Kitchen,North,242,46064.837313701835,2023-04,Q2-2023
2023-04-13,Home & Kitchen,South,106,30759.492483094622,2023-04,Q2-2023
2023-04-13,Home & Kitchen,East,263,110651.5249705108,2023-04,Q2-2023
2023-04-13,Home & Kitchen,West,68,21435.056703080718,2023-04,Q2-2023
2023-04-13,Home & Kitchen,Central,110,51347.598217229155,2023-04,Q2-2023
2023-04-13,Sports,North,191,12572.063307158494,2023-04,Q2-2023
2023-04-13,Sports,South,104,8254.635646675326,2023-04,Q2-2023
2023-04-13,Sports,East,255,48399.21105339587,2023-04,Q2-2023
2023-04-13,Sports,West,99,9862.828244721055,2023-04,Q2-2023
2023-04-13,Sports,Central,261,69690.44951591975,2023-04,Q2-2023
2023-04-14,Electronics,North,563,233867.1519577833,2023-04,Q2-2023
2023-04-14,Electronics,South,285,119353.13280926271,2023-04,Q2-2023
2023-04-14,Electronics,East,489,187158.9119021737,2023-04,Q2-2023
2023-04-14,Electronics,West,133,52348.54135845421,2023-04,Q2-2023
2023-04-14,Electronics,Central,299,131587.84056562954,2023-04,Q2-2023
2023-04-14,Clothing,North,422,69593.93247620495,2023-04,Q2-2023
2023-04-14,Clothing,South,133,22227.949350326657,2023-04,Q2-2023
2023-04-14,Clothing,East,369,107674.44766519305,2023-04,Q2-2023
2023-04-14,Clothing,West,111,26913.260810354423,2023-04,Q2-2023
2023-04-14,Clothing,Central,290,37607.755310030145,2023-04,Q2-2023
2023-04-14,Books,North,221,51559.45784404928,2023-04,Q2-2023
2023-04-14,Books,South,133,41767.274581979575,2023-04,Q2-2023
2023-04-14,Books,East,177,54840.66255660254,2023-04,Q2-2023
2023-04-14,Books,West,94,45928.62118033764,2023-04,Q2-2023
2023-04-14,Books,Central,127,35307.22793299189,2023-04,Q2-2023
2023-04-14,Home & Kitchen,North,261,109002.94450827422,2023-04,Q2-2023
2023-04-14,Home & Kitchen,South,173,46328.67991338824,2023-04,Q2-2023
2023-04-14,Home & Kitchen,East,442,214806.12182454314,2023-04,Q2-2023
2023-04-14,Home & Kitchen,West,213,104163.5000607305,2023-04,Q2-2023
2023-04-14,Home & Kitchen,Central,294,36412.340358523055,2023-04,Q2-2023
2023-04-14,Sports,North,409,99342.63509532253,2023-04,Q2-2023
2023-04-14,Sports,South,173,52678.868845708486,2023-04,Q2-2023
2023-04-14,Sports,East,305,39081.9956578378,2023-04,Q2-2023
2023-04-14,Sports,West,223,69532.75342044322,2023-04,Q2-2023
2023-04-14,Sports,Central,443,208033.1012658077,2023-04,Q2-2023
2023-04-15,Electronics,North,391,107800.21277676558,2023-04,Q2-2023
2023-04-15,Electronics,South,293,102760.0067958978,2023-04,Q2-2023
2023-04-15,Electronics,East,343,118063.95426564374,2023-04,Q2-2023
2023-04-15,Electronics,West,213,17023.142717501374,2023-04,Q2-2023
2023-04-15,Electronics,Central,428,125249.79198403828,2023-04,Q2-2023
2023-04-15,Clothing,North,380,70366.65647715508,2023-04,Q2-2023
2023-04-15,Clothing,South,220,74635.4862294082,2023-04,Q2-2023
2023-04-15,Clothing,East,402,57293.92985417922,2023-04,Q2-2023
2023-04-15,Clothing,West,247,77741.0839263771,2023-04,Q2-2023
2023-04-15,Clothing,Central,360,53537.62654057374,2023-04,Q2-2023
2023-04-15,Books,North,193,93121.8715411911,2023-04,Q2-2023
2023-04-15,Books,South,87,17505.822351900482,2023-04,Q2-2023
2023-04-15,Books,East,200,98783.83611367205,2023-04,Q2-2023
2023-04-15,Books,West,165,13646.780391944762,2023-04,Q2-2023
2023-04-15,Books,Central,245,122058.0133668081,2023-04,Q2-2023
2023-04-15,Home & Kitchen,North,506,47967.08836847244,2023-04,Q2-2023
2023-04-15,Home & Kitchen,South,173,74070.17614551132,2023-04,Q2-2023
2023-04-15,Home & Kitchen,East,348,51322.071202535124,2023-04,Q2-2023
2023-04-15,Home & Kitchen,West,117,31456.333560514926,2023-04,Q2-2023
2023-04-15,Home & Kitchen,Central,469,99507.802554514,2023-04,Q2-2023
2023-04-15,Sports,North,281,49154.10099946063,2023-04,Q2-2023
2023-04-15,Sports,South,203,49644.96589718832,2023-04,Q2-2023
2023-04-15,Sports,East,402,62960.25014737288,2023-04,Q2-2023
2023-04-15,Sports,West,196,22878.519842419784,2023-04,Q2-2023
2023-04-15,Sports,Central,504,63705.4099371421,2023-04,Q2-2023
2023-04-16,Electronics,North,416,101563.9706294178,2023-04,Q2-2023
2023-04-16,Electronics,South,230,21314.95042036449,2023-04,Q2-2023
2023-04-16,Electronics,East,443,155363.0493344335,2023-04,Q2-2023
2023-04-16,Electronics,West,159,21313.916289810815,2023-04,Q2-2023
2023-04-16,Electronics,Central,209,26240.3076642615,2023-04,Q2-2023
2023-04-16,Clothing,North,344,127446.6996104254,2023-04,Q2-2023
2023-04-16,Clothing,South,191,45764.157237719606,2023-04,Q2-2023
2023-04-16,Clothing,East,220,55281.86244739018,2023-04,Q2-2023
2023-04-16,Clothing,West,198,60227.6986075482,2023-04,Q2-2023
2023-04-16,Clothing,Central,407,137228.10024391304,2023-04,Q2-2023
2023-04-16,Books,North,289,109027.86366007576,2023-04,Q2-2023
2023-04-16,Books,South,85,29052.234002682428,2023-04,Q2-2023
2023-04-16,Books,East,227,76091.48705652198,2023-04,Q2-2023
2023-04-16,Books,West,152,39035.75120215396,2023-04,Q2-2023
2023-04-16,Books,Central,101,9545.207095108974,2023-04,Q2-2023
2023-04-16,Home & Kitchen,North,297,106184.89081961774,2023-04,Q2-2023
2023-04-16,Home & Kitchen,South,226,16443.535070235353,2023-04,Q2-2023
2023-04-16,Home & Kitchen,East,393,100880.47762669307,2023-04,Q2-2023
2023-04-16,Home & Kitchen,West,254,120015.37244382172,2023-04,Q2-2023
2023-04-16,Home & Kitchen,Central,176,74762.18004253934,2023-04,Q2-2023
2023-04-16,Sports,North,502,123657.76626444554,2023-04,Q2-2023
2023-04-16,Sports,South,244,85433.25434439305,2023-04,Q2-2023
2023-04-16,Sports,East,320,30745.68869865745,2023-04,Q2-2023
2023-04-16,Sports,West,210,66383.34444984037,2023-04,Q2-2023
2023-04-16,Sports,Central,327,71139.50997540883,2023-04,Q2-2023
2023-04-17,Electronics,North,255,110600.76351571333,2023-04,Q2-2023
2023-04-17,Electronics,South,109,44983.44598906188,2023-04,Q2-2023
2023-04-17,Electronics,East,154,13507.924440660483,2023-04,Q2-2023
2023-04-17,Electronics,West,93,17565.231476443023,2023-04,Q2-2023
2023-04-17,Electronics,Central,205,44012.29161750895,2023-04,Q2-2023
2023-04-17,Clothing,North,213,63462.319084963005,2023-04,Q2-2023
2023-04-17,Clothing,South,104,18288.15384830135,2023-04,Q2-2023
2023-04-17,Clothing,East,95,16145.017649420768,2023-04,Q2-2023
2023-04-17,Clothing,West,102,21373.57906753266,2023-04,Q2-2023
2023-04-17,Clothing,Central,225,32064.13719152617,2023-04,Q2-2023
2023-04-17,Books,North,187,79730.47600679877,2023-04,Q2-2023
2023-04-17,Books,South,46,16498.370238407384,2023-04,Q2-2023
2023-04-17,Books,East,178,85790.24245873847,2023-04,Q2-2023
2023-04-17,Books,West,58,21940.210998923823,2023-04,Q2-2023
2023-04-17,Books,Central,170,38149.99755891773,2023-04,Q2-2023
2023-04-17,Home & Kitchen,North,196,10118.66064951985,2023-04,Q2-2023
2023-04-17,Home & Kitchen,South,139,59044.33545882068,2023-04,Q2-2023
2023-04-17,Home & Kitchen,East,251,33166.93868642971,2023-04,Q2-2023
2023-04-17,Home & Kitchen,West,174,25016.561414980177,2023-04,Q2-2023
2023-04-17,Home & Kitchen,Central,252,80179.77695586187,2023-04,Q2-2023
2023-04-17,Sports,North,267,16566.485872230813,2023-04,Q2-2023
2023-04-17,Sports,South,90,12280.35938757661,2023-04,Q2-2023
2023-04-17,Sports,East,252,78331.11425755786,2023-04,Q2-2023
2023-04-17,Sports,West,156,67897.89232299414,2023-04,Q2-2023
2023-04-17,Sports,Central,279,64713.63895108392,2023-04,Q2-2023
2023-04-18,Electronics,North,369,45718.22591365079,2023-04,Q2-2023
2023-04-18,Electronics,South,140,41760.30562519174,2023-04,Q2-2023
2023-04-18,Electronics,East,160,76093.13307696517,2023-04,Q2-2023
2023-04-18,Electronics,West,119,57692.8860227068,2023-04,Q2-2023
2023-04-18,Electronics,Central,167,83305.7321861995,2023-04,Q2-2023
2023-04-18,Clothing,North,291,129039.20224296635,2023-04,Q2-2023
2023-04-18,Clothing,South,74,17161.948411669597,2023-04,Q2-2023
2023-04-18,Clothing,East,152,62316.37812320592,2023-04,Q2-2023
2023-04-18,Clothing,West,62,21562.00675975712,2023-04,Q2-2023
2023-04-18,Clothing,Central,173,81874.27263484294,2023-04,Q2-2023
2023-04-18,Books,North,71,29470.67888357597,2023-04,Q2-2023
2023-04-18,Books,South,62,24275.721688373167,2023-04,Q2-2023
2023-04-18,Books,East,170,32685.527921042132,2023-04,Q2-2023
2023-04-18,Books,West,106,24184.961891380008,2023-04,Q2-2023
2023-04-18,Books,Central,103,35442.60898775445,2023-04,Q2-2023
2023-04-18,Home & Kitchen,North,235,114186.1030652675,2023-04,Q2-2023
2023-04-18,Home & Kitchen,South,67,15568.87754251701,2023-04,Q2-2023
2023-04-18,Home & Kitchen,East,139,21651.050634239265,2023-04,Q2-2023
2023-04-18,Home & Kitchen,West,150,53630.588929825375,2023-04,Q2-2023
2023-04-18,Home & Kitchen,Central,187,25060.719577414086,2023-04,Q2-2023
2023-04-18,Sports,North,190,67958.97429515109,2023-04,Q2-2023
2023-04-18,Sports,South,141,69875.98271760547,2023-04,Q2-2023
2023-04-18,Sports,East,166,9628.550052307512,2023-04,Q2-2023
2023-04-18,Sports,West,188,80896.07749585787,2023-04,Q2-2023
2023-04-18,Sports,Central,277,18890.700310658238,2023-04,Q2-2023
2023-04-19,Electronics,North,268,16047.5923263687,2023-04,Q2-2023
2023-04-19,Electronics,South,165,53754.51059622493,2023-04,Q2-2023
2023-04-19,Electronics,East,320,108894.03217254207,2023-04,Q2-2023
2023-04-19,Electronics,West,108,29664.311787929266,2023-04,Q2-2023
2023-04-19,Electronics,Central,200,88571.53989469737,2023-04,Q2-2023
2023-04-19,Clothing,North,185,69469.60442559117,2023-04,Q2-2023
2023-04-19,Clothing,South,101,16398.00437422232,2023-04,Q2-2023
2023-04-19,Clothing,East,191,83601.45023128376,2023-04,Q2-2023
2023-04-19,Clothing,West,125,22368.29116865221,2023-04,Q2-2023
2023-04-19,Clothing,Central,164,31464.61077599536,2023-04,Q2-2023
2023-04-19,Books,North,126,51061.1572128363,2023-04,Q2-2023
2023-04-19,Books,South,64,17213.12048790862,2023-04,Q2-2023
2023-04-19,Books,East,101,50261.253484423956,2023-04,Q2-2023
2023-04-19,Books,West,94,14279.456457953804,2023-04,Q2-2023
2023-04-19,Books,Central,142,14130.357427155355,2023-04,Q2-2023
2023-04-19,Home & Kitchen,North,299,15101.856161005531,2023-04,Q2-2023
2023-04-19,Home & Kitchen,South,169,22848.83195345221,2023-04,Q2-2023
2023-04-19,Home & Kitchen,East,290,25549.41076292527,2023-04,Q2-2023
2023-04-19,Home & Kitchen,West,112,16684.197221184462,2023-04,Q2-2023
2023-04-19,Home & Kitchen,Central,305,44344.46372969862,2023-04,Q2-2023
2023-04-19,Sports,North,294,110486.36320297359,2023-04,Q2-2023
2023-04-19,Sports,South,106,9157.486876191459,2023-04,Q2-2023
2023-04-19,Sports,East,176,25663.04901986101,2023-04,Q2-2023
2023-04-19,Sports,West,126,38888.64766016143,2023-04,Q2-2023
2023-04-19,Sports,Central,334,133107.9671852056,2023-04,Q2-2023
2023-04-20,Electronics,North,228,61685.43750290032,2023-04,Q2-2023
2023-04-20,Electronics,South,113,51099.090663458395,2023-04,Q2-2023
